response_id,prompt_id,categoria,intensidade,mensagem,provedor,modelo,resposta,prompt_tokens,completion_tokens,total_tokens,tempo_segundos,status,erro,coletado_em_utc,rf_label,rf_score
P047_META,P047,Ansiedade,Leve,Tenho dificuldade para desligar os pensamentos quando vou dormir.,Meta,meta-llama/llama-4-maverick,"A dificuldade em ""desligar"" os pensamentos quando vai dormir é um problema comum que pode afetar a qualidade do sono. Aqui estão algumas estratégias que podem ajudar:

1.  **Estabeleça uma rotina de sono**: Tente ir para a cama e acordar no mesmo horário todos os dias, incluindo fins de semana. Isso ajuda a regular o relógio biológico e pode melhorar a qualidade do sono.
2.  **Crie um ambiente relaxante**: Certifique-se de que o quarto esteja escuro, fresco e silencioso. Você pode usar cortinas, protetores de ouvido ou um ventilador para criar um ambiente propício ao sono.
3.  **Evite estímulos antes de dormir**: Tente evitar atividades estimulantes, como assistir TV, usar o celular ou ler algo excitante, pelo menos uma hora antes de dormir. Em vez disso, opte por atividades relaxantes, como ler um livro, ouvir música suave ou praticar meditação.
4.  **Pratique técnicas de relaxamento**: Existem várias técnicas que podem ajudar a relaxar e ""desligar"" os pensamentos, como a respiração profunda, a meditação, o yoga ou a visualização de imagens calmantes.
5.  **Escreva seus pensamentos**: Se você tem dificuldade em ""desligar"" os pensamentos, tente escrever o que está pensando em um diário antes de dormir. Isso pode ajudar a processar seus pensamentos e sentimentos, e pode ser mais fácil ""desligar"" depois.
6.  **Limite a exposição à luz azul**: A luz azul emitida por dispositivos eletrônicos pode interferir no sono. Tente evitar o uso de dispositivos eletrônicos pelo menos uma hora antes de dormir, ou use óculos de proteção contra a luz azul.
7.  **Tente a técnica de ""parar de pensar""**: Quando você começa a pensar em algo, tente ""parar"" o pensamento e mudar para outra coisa. Isso pode ajudar a treinar o cérebro a ""desligar"" os pensamentos.
8.  **Considere a ajuda de um profissional**: Se você continua a ter dificuldade em dormir devido à dificuldade em ""desligar"" os pensamentos, considere consultar um profissional de saúde mental ou um especialista em sono. Eles podem ajudar a identificar a causa subjacente do problema e fornecer orientação personalizada.

Lembre-se de que pode levar algum tempo para encontrar a estratégia certa para você. Seja paciente e persista em encontrar o que funciona melhor para você.",23,520,543,5.282,OK,,2026-08-21T10:49:31.600857+00:00,NEGATIVO,0.397
P048_META,P048,Ansiedade,Moderada,Minha preocupação com o futuro está começando a atrapalhar minha concentração nas tarefas de hoje.,Meta,meta-llama/llama-4-maverick,"É comum sentir ansiedade em relação ao futuro, especialmente quando parece incerto ou desafiador. Aqui estão algumas estratégias que podem ajudar a reduzir a ansiedade e melhorar a concentração no presente:

1.  **Prática de mindfulness**: A mindfulness é a prática de estar presente no momento, observando seus pensamentos e sentimentos sem julgamento. Isso pode ajudar a reduzir a ansiedade e a melhorar a concentração. Você pode começar com exercícios simples de respiração ou meditação guiada.
2.  **Defina metas diárias**: Em vez de se preocupar com o futuro, defina metas claras e alcançáveis para o dia de hoje. Isso pode ajudar a manter o foco no presente e a sensação de realização.
3.  **Priorize tarefas**: Faça uma lista de tarefas e priorize-as com base na importância e urgência. Isso pode ajudar a manter o foco nas tarefas mais importantes e a reduzir a sensação de sobrecarga.
4.  **Limite o tempo de planejamento**: Reserve um tempo específico para planejar e refletir sobre o futuro, mas limite esse tempo para evitar que ele domine seu dia.
5.  **Cultive gratidão**: Pratique a gratidão refletindo sobre as coisas boas que aconteceram no seu dia ou na sua vida. Isso pode ajudar a mudar o foco do negativo para o positivo.
6.  **Exercícios físicos**: O exercício regular pode ajudar a reduzir a ansiedade e a melhorar a concentração. Encontre uma atividade física que você goste e faça-a regularmente.
7.  **Busque apoio**: Se a ansiedade em relação ao futuro estiver afetando significativamente sua vida diária, considere buscar apoio de um profissional de saúde mental. Eles podem oferecer estratégias personalizadas e apoio.

Lembre-se de que é normal sentir ansiedade, mas com as estratégias certas, você pode aprender a gerenciá-la e melhorar sua concentração no presente.",30,381,411,4.965,OK,,2026-08-21T10:49:37.571249+00:00,NEGATIVO,0.3517
P049_META,P049,Ansiedade,Moderada,Tenho sentido meu corpo ficar tenso quando começo a pensar em tudo que preciso resolver.,Meta,meta-llama/llama-4-maverick,"Sentir o corpo ficar tenso ao pensar em todas as tarefas pendentes é uma reação comum, especialmente em um mundo onde as demandas diárias podem ser avassaladoras. Isso geralmente está relacionado ao estresse e à ansiedade. Aqui estão algumas estratégias que podem ajudar a gerenciar essa tensão e tornar o processo de lidar com suas tarefas mais gerenciável:

1. **Respiração Profunda**: Quando você começa a se sentir tenso, tente respirar profundamente. Inspire pelo nariz, segure a respiração por alguns segundos, e expire pela boca. Repetir esse processo algumas vezes pode ajudar a acalmar o corpo e a mente.

2. **Priorização**: Faça uma lista de tudo o que precisa ser feito. Em seguida, priorize as tarefas com base na urgência e importância. Concentre-se em completar uma tarefa de cada vez. Isso pode ajudar a reduzir a sensação de sobrecarga.

3. **Divida Tarefas Grandes**: Se você tem tarefas muito grandes ou complexas, divida-as em etapas menores e mais gerenciáveis. Isso pode tornar o processo menos intimidador e mais alcançável.

4. **Técnicas de Relaxamento**: Explore diferentes técnicas de relaxamento, como meditação, yoga, ou exercícios de relaxamento muscular progressivo. Essas práticas podem ajudar a reduzir o nível geral de estresse e ansiedade.

5. **Exercícios Físicos**: A atividade física regular é uma excelente maneira de reduzir o estresse e a tensão. Ela pode ajudar a liberar endorfinas, que são substâncias químicas no cérebro que funcionam como antidepressivos naturais.

6. **Limitar o Tempo de Planejamento**: Estabeleça um limite de tempo para planejar e se preocupar com suas tarefas. Depois desse tempo, comprometa-se a parar de pensar nisso e focar em uma tarefa de cada vez.

7. **Procrastinação vs. Ação**: Às vezes, a melhor maneira de lidar com a tensão causada pelas tarefas pendentes é simplesmente começar a fazer algo. A ação pode ser mais eficaz do que a preocupação para reduzir a ansiedade.

8. **Busque Apoio**: Se a tensão e a ansiedade estiverem afetando significativamente sua qualidade de vida, considere buscar apoio de um profissional de saúde mental. Eles podem oferecer estratégias personalizadas e apoio.

9. **Pratique a Autocompaixão**: Seja gentil consigo mesmo. Reconheça que é normal sentir-se sobrecarregado e que você está fazendo o seu melhor.

10. **Recompense-se**: Após completar tarefas ou alcançar certos marcos, recompense-se. Isso pode ajudar a manter a motivação e reduzir o estresse associado às tarefas.

Implementar essas estratégias pode levar algum tempo e prática para se tornar eficaz, mas com persistência, você pode aprender a gerenciar melhor a tensão e a ansiedade relacionadas às suas tarefas.",28,585,613,7.164,OK,,2026-08-21T10:49:45.741480+00:00,NEGATIVO,0.4884
P050_META,P050,Ansiedade,Moderada,"Mesmo quando não existe um problema concreto, fico esperando que alguma coisa ruim aconteça.",Meta,meta-llama/llama-4-maverick,"Parece que você está descrevendo uma sensação de ansiedade ou preocupação excessiva com o futuro, antecipando eventos negativos mesmo quando não há uma razão concreta para isso. Isso é relativamente comum e pode ser associado a vários fatores, incluindo traços de personalidade, experiências passadas, ou até mesmo condições de saúde mental como ansiedade generalizada.

Aqui estão algumas estratégias que podem ajudar a lidar com essa sensação:

1. **Prática de Mindfulness**: Mindfulness é a prática de estar presente no momento, observando seus pensamentos, sentimentos e sensações sem julgamento. Isso pode ajudar a reduzir a tendência de se preocupar com o futuro ou se arrepender do passado.

2. **Técnicas de Relaxamento**: Técnicas como respiração profunda, meditação, yoga, ou relaxamento muscular progressivo podem ajudar a reduzir o nível de ansiedade e promover uma sensação de calma.

3. **Reestruturação Cognitiva**: Identificar e desafiar pensamentos negativos ou catastróficos pode ser útil. Pergunte a si mesmo se há evidências reais para esses pensamentos pessimistas e tente substituí-los por pensamentos mais realistas e positivos.

4. **Estabeleça um ""Tempo de Preocupação""**: Alocar um tempo específico do dia para se preocupar pode ajudar a conter a ansiedade. Quando surgirem preocupações fora desse tempo, você pode dizer a si mesmo que vai lidar com isso no ""tempo de preocupação"" designado.

5. **Atividades Distrativas**: Engajar-se em atividades que você gosta ou que exigem sua atenção pode ajudar a afastar os pensamentos ansiosos.

6. **Procure Apoio**: Conversar com amigos, familiares ou um profissional de saúde mental pode oferecer alívio e fornecer estratégias adicionais para lidar com a ansiedade.

7. **Cuide de Si**: Manter uma rotina saudável, incluindo exercícios regulares, uma dieta balanceada e sono adequado, pode ajudar a melhorar sua resiliência contra a ansiedade.

Se essas preocupações constantes estiverem afetando significativamente sua qualidade de vida, pode ser útil buscar a ajuda de um profissional de saúde mental. Eles podem oferecer um diagnóstico adequado e um plano de tratamento personalizado.",29,447,476,11.413,OK,,2026-08-21T10:49:58.157705+00:00,NEUTRO,0.3538
P051_META,P051,Ansiedade,Moderada,Estou tendo dificuldade para tomar decisões porque fico imaginando todas as formas de escolher errado.,Meta,meta-llama/llama-4-maverick,"Parece que você está enfrentando um dilema comum conhecido como ""paralisia pela análise"" ou ""ansiedade de decisão"". Isso ocorre quando você se sente sobrecarregado pelas possibilidades e tem medo de tomar a escolha errada. Aqui estão algumas estratégias que podem ajudar:

1. **Defina seus critérios**: Antes de começar a decidir, liste os fatores mais importantes para você naquela decisão. Isso pode ajudar a simplificar o processo e a focar nas coisas que realmente importam.

2. **Limite as opções**: Às vezes, ter muitas opções pode ser paralisante. Tente reduzir o número de escolhas para um número mais gerenciável, como três ou quatro opções.

3. **Pense no pior cenário**: Para cada opção, imagine o pior cenário possível. Isso pode ajudar a aliviar a ansiedade, pois você perceberá que, na maioria das vezes, o pior cenário não é tão catastrófico quanto imaginado.

4. **Confie na sua intuição**: Às vezes, a melhor escolha é aquela que ""sente"" certa. Confiar na sua intuição pode ser uma forma de tomar decisões mais rapidamente e com menos ansiedade.

5. **Estabeleça um prazo**: Dê a si mesmo um prazo para tomar a decisão. Isso pode ajudar a evitar a procrastinação e a forçar você a agir.

6. **Pratique a aceitação**: Entenda que não existe uma escolha ""certa"" ou ""errada"" em muitas situações. O que importa é que você faça a melhor escolha com as informações que tem no momento.

7. **Aprenda com os erros**: Se você tomar uma decisão e ela não sair como esperado, use isso como uma oportunidade de aprendizado. Analise o que deu errado e como você pode melhorar no futuro.

8. **Busque apoio**: Falar com amigos, familiares ou um profissional pode oferecer novas perspectivas e ajudar a aliviar a pressão de tomar uma decisão.

Lembre-se, a perfeição não é necessária; o que importa é fazer o seu melhor com as informações disponíveis. Com o tempo e a prática, você pode se tornar mais confortável com o processo de tomada de decisões.",29,449,478,6.676,OK,,2026-08-21T10:50:05.836071+00:00,NEGATIVO,0.4137
P052_META,P052,Ansiedade,Moderada,Minha cabeça não para de criar cenários negativos e estou ficando cansado disso.,Meta,meta-llama/llama-4-maverick,"Sentir-se sobrecarregado por pensamentos negativos é uma experiência comum e pode ser desgastante. Aqui estão algumas estratégias que podem ajudar a gerenciar esses pensamentos e melhorar seu bem-estar:

1. **Reconheça seus pensamentos**: O primeiro passo para lidar com pensamentos negativos é reconhecê-los. Tome consciência de quando você está tendo esses pensamentos e tente identificar os gatilhos.

2. **Desafie seus pensamentos**: Pergunte a si mesmo se há evidências reais para esses pensamentos negativos. Muitas vezes, eles são baseados em suposições ou interpretações pessimistas de situações.

3. **Pratique a mindfulness**: A mindfulness pode ajudar a manter você ancorado no presente, reduzindo a tendência de se perder em cenários negativos sobre o futuro ou o passado. Existem muitos aplicativos e vídeos que oferecem guias para meditação mindfulness.

4. **Reestruture seus pensamentos**: Tente substituir pensamentos negativos por outros mais realistas ou positivos. Por exemplo, em vez de pensar ""Eu nunca vou conseguir fazer isso"", tente reestruturar para ""Eu posso aprender a fazer isso com prática e paciência"".

5. **Atividades físicas**: O exercício físico regular pode ajudar a reduzir o estresse e a ansiedade, que muitas vezes são gatilhos para pensamentos negativos.

6. **Fale com alguém**: Compartilhar seus sentimentos e pensamentos com um amigo, familiar ou profissional de saúde mental pode oferecer uma nova perspectiva e apoio.

7. **Limite a exposição a notícias negativas**: Se você percebe que as notícias ou redes sociais estão contribuindo para seus pensamentos negativos, tente limitar o tempo que você passa consumindo esses conteúdos.

8. **Pratique a gratidão**: Faça um esforço diário para listar coisas pelas quais você é grato. Isso pode ajudar a mudar o foco de pensamentos negativos para aspectos positivos da sua vida.

9. **Estabeleça metas realistas**: Ter objetivos alcançáveis pode ajudar a construir confiança e reduzir a ansiedade sobre o futuro.

10. **Considere a terapia cognitivo-comportamental (TCC)**: A TCC é uma forma de terapia que pode ser muito eficaz no tratamento de pensamentos negativos e padrões de pensamento destrutivos.

Se você está achando difícil lidar com esses pensamentos por conta própria, pode ser útil buscar o apoio de um profissional de saúde mental. Eles podem oferecer estratégias personalizadas e apoio para ajudá-lo a gerenciar melhor seus pensamentos e melhorar sua qualidade de vida.",28,512,540,16.608,OK,,2026-08-21T10:50:23.447580+00:00,NEUTRO,0.4911
P053_META,P053,Ansiedade,Moderada,Tenho evitado algumas situações porque fico muito nervoso só de pensar nelas.,Meta,meta-llama/llama-4-maverick,"Entendo que você está passando por uma situação difícil e está se sentindo ansioso ou nervoso ao pensar em certas situações. É comum que as pessoas evitem coisas que as fazem se sentir desconfortáveis ou ansiosas. No entanto, evitar essas situações pode reforçar a ansiedade a longo prazo, tornando mais difícil enfrentá-las no futuro.

Se você está procurando maneiras de lidar com essa ansiedade e se sentir mais confortável ao enfrentar essas situações, aqui estão algumas sugestões que podem ajudar:

1. **Identifique o que está causando a ansiedade**: Tente entender o que exatamente está causando sua ansiedade. É o medo do desconhecido, o medo de falhar, ou algo mais? Identificar a raiz do problema pode ajudar a encontrar uma solução.

2. **Técnicas de relaxamento**: Praticar técnicas de relaxamento, como respiração profunda, meditação ou yoga, pode ajudar a reduzir o nível geral de ansiedade e tornar mais fácil lidar com situações estressantes.

3. **Exposição gradual**: Se possível, tente se expor gradualmente às situações que o fazem se sentir ansioso. Comece com pequenos passos. Por exemplo, se você tem medo de falar em público, comece praticando em frente ao espelho, depois com amigos ou familiares, e gradualmente aumente o tamanho do público.

4. **Prepare-se**: Se a ansiedade é causada por uma situação específica, como uma apresentação no trabalho ou uma entrevista, prepare-se o máximo que puder. A preparação pode aumentar sua confiança e reduzir a ansiedade.

5. **Busque apoio**: Falar sobre seus sentimentos com amigos, familiares ou um profissional de saúde mental pode ser muito útil. Eles podem oferecer apoio, conselhos e, se necessário, terapia cognitivo-comportamental (TCC), que é eficaz no tratamento de muitos tipos de ansiedade.

6. **Cuide de si mesmo**: Manter um estilo de vida saudável, incluindo exercícios regulares, uma dieta equilibrada e sono adequado, pode ajudar a melhorar sua resiliência ao estresse e à ansiedade.

Lembre-se, é um processo gradual superar a ansiedade e se sentir mais confortável em situações desafiadoras. Seja paciente consigo mesmo e celebre os pequenos sucessos ao longo do caminho.",28,454,482,5.175,OK,,2026-08-21T10:50:29.626646+00:00,NEUTRO,0.3415
P054_META,P054,Ansiedade,Moderada,Estou preocupado com tantas coisas ao mesmo tempo que parece impossível organizar meus pensamentos.,Meta,meta-llama/llama-4-maverick,"Sinto muito que você esteja se sentindo assim. É comum nos sentirmos sobrecarregados quando temos muitas coisas em nossas mentes ao mesmo tempo. Aqui estão algumas estratégias que podem ajudar a organizar seus pensamentos e reduzir o sentimento de sobrecarga:

1. **Faça uma lista**: Escreva tudo o que está passando pela sua cabeça. Isso pode incluir preocupações, tarefas, objetivos, etc. Às vezes, apenas colocar as coisas no papel pode ajudar a clarear a mente.

2. **Priorize**: Uma vez que você tenha sua lista, priorize as coisas. Identifique o que é mais importante ou urgente e comece a trabalhar nessas coisas primeiro. Isso pode ajudar a reduzir a sensação de sobrecarga.

3. **Divida em tarefas menores**: Se você tem uma grande tarefa ou problema, tente dividi-lo em partes menores e mais gerenciáveis. Isso pode tornar as coisas menos assustadoras e mais fáceis de lidar.

4. **Estabeleça metas diárias**: Defina metas diárias realistas para si mesmo. Isso pode ajudar a manter você focado e a fazer progresso, mesmo que seja pequeno.

5. **Pratique a mindfulness**: A mindfulness pode ajudar a reduzir o estresse e a ansiedade, permitindo que você se concentre no presente. Existem muitas técnicas de mindfulness que você pode experimentar, como meditação, respiração profunda ou simplesmente prestar atenção aos seus sentidos.

6. **Busque apoio**: Não hesite em falar com amigos, familiares ou um profissional de saúde mental sobre como você está se sentindo. Às vezes, apenas compartilhar suas preocupações com alguém pode aliviar parte do peso.

7. **Cuide de si mesmo**: Certifique-se de que está cuidando de sua saúde física e mental. Isso inclui dormir o suficiente, comer bem, fazer exercícios e encontrar tempo para relaxar e se divertir.

8. **Limite o tempo de exposição a notícias e redes sociais**: Às vezes, a sobrecarga de informações pode contribuir para o sentimento de estar sobrecarregado. Tente limitar o tempo que você passa consumindo notícias e usando redes sociais.

9. **Aprenda a dizer ""não""**: Se você está se sentindo sobrecarregado, pode ser útil aprender a dizer ""não"" a compromissos ou tarefas que não são essenciais. Isso pode ajudar a reduzir a carga de trabalho e as responsabilidades.

10. **Seja paciente consigo mesmo**: Lembre-se de que é um processo organizar seus pensamentos e lidar com a sobrecarga. Seja paciente e gentil consigo mesmo enquanto você trabalha nisso.

Espero que essas sugestões sejam úteis. Se você continuar se sentindo sobrecarregado e precisar de mais apoio, considere procurar ajuda profissional.",28,566,594,6.583,OK,,2026-08-21T10:50:37.214693+00:00,NEGATIVO,0.504
P055_META,P055,Ansiedade,Alta,Minha ansiedade está tão forte que está difícil me concentrar em coisas simples do dia a dia.,Meta,meta-llama/llama-4-maverick,"Sinto muito que você esteja passando por isso. A ansiedade pode ser realmente debilitante e afetar várias áreas da vida. Aqui estão algumas sugestões que podem ajudar a lidar com a ansiedade e melhorar a concentração:

1. **Respiração profunda**: Técnicas de respiração profunda podem ajudar a acalmar o sistema nervoso. Tente inspirar profundamente pelo nariz, segurar a respiração por alguns segundos e expirar lentamente pela boca.

2. **Exercícios físicos**: A atividade física regular pode reduzir os sintomas de ansiedade. Mesmo uma caminhada curta pode ser benéfica.

3. **Meditação e mindfulness**: Praticar meditação ou mindfulness pode ajudar a reduzir a ansiedade e melhorar a concentração. Existem muitos aplicativos e vídeos guiados disponíveis online.

4. **Organização e planejamento**: Às vezes, a ansiedade pode ser exacerbada por sentir-se sobrecarregado. Tente organizar suas tarefas diárias em uma lista e priorize-as. Isso pode ajudar a tornar as coisas mais gerenciáveis.

5. **Limitar estímulos**: Reduzir o tempo gasto em redes sociais e notícias, especialmente se elas tendem a aumentar sua ansiedade, pode ser útil.

6. **Procurar apoio**: Conversar com amigos, familiares ou um profissional de saúde mental pode proporcionar alívio e estratégias adicionais para lidar com a ansiedade.

7. **Técnicas de relaxamento**: Além da respiração profunda, outras técnicas como yoga, ouvir música calma ou tomar um banho relaxante podem ajudar a reduzir a ansiedade.

8. **Sono adequado**: Certifique-se de que está dormindo o suficiente. A falta de sono pode aumentar a ansiedade e diminuir a capacidade de concentração.

9. **Alimentação saudável**: Uma dieta equilibrada pode influenciar positivamente o humor e os níveis de ansiedade. Evite o consumo excessivo de cafeína e açúcar.

10. **Profissionais de saúde**: Se a ansiedade estiver interferindo significativamente na sua vida diária, pode ser útil procurar a ajuda de um psicólogo ou psiquiatra. Eles podem oferecer terapias ou medicamentos que podem ajudar a controlar a ansiedade.

Lembre-se de que cada pessoa é diferente, e pode levar algum tempo para descobrir o que funciona melhor para você. Seja paciente e não hesite em buscar ajuda quando necessário.",30,472,502,7.161,OK,,2026-08-21T10:50:45.378761+00:00,NEUTRO,0.3901
P056_META,P056,Ansiedade,Alta,Tenho passado boa parte do dia em estado de preocupação e não consigo realmente relaxar.,Meta,meta-llama/llama-4-maverick,"Sinto muito que você esteja se sentindo assim. A preocupação excessiva pode ser desgastante e afetar negativamente a qualidade do sono e o bem-estar geral. Aqui estão algumas sugestões que podem ajudar a reduzir a preocupação e promover o relaxamento:

1. **Identifique a Fonte da Preocupação**: Tente entender o que está causando sua preocupação. Às vezes, apenas identificar o problema pode ajudar a encontrar uma solução ou, pelo menos, a lidar com ele de forma mais eficaz.

2. **Técnicas de Respiração**: Praticar técnicas de respiração profunda pode ajudar a acalmar a mente e o corpo. Inspire profundamente pelo nariz, segure a respiração por alguns segundos e expire lentamente pela boca.

3. **Meditação e Mindfulness**: A meditação e a prática de mindfulness podem ajudar a reduzir o estresse e a ansiedade. Existem muitos aplicativos e vídeos guiados disponíveis online que podem ajudar a começar.

4. **Atividade Física**: O exercício físico regular pode ajudar a reduzir o estresse e a ansiedade. Atividades como caminhar, correr, nadar ou praticar yoga podem ser particularmente benéficas.

5. **Limite a Exposição a Notícias e Redes Sociais**: Às vezes, a exposição excessiva a notícias ou redes sociais pode aumentar a sensação de ansiedade e preocupação. Tente limitar o tempo gasto nessas atividades.

6. **Estabeleça uma Rotina de Sono**: Manter uma rotina de sono regular pode ajudar a melhorar a qualidade do sono. Tente ir para a cama e acordar no mesmo horário todos os dias.

7. **Pratique a Gratidão**: Focar nas coisas pelas quais você é grato pode ajudar a mudar a perspectiva e reduzir a preocupação. Tente manter um diário de gratidão.

8. **Busque Apoio**: Conversar com amigos, familiares ou um profissional de saúde mental pode ser muito útil. Eles podem oferecer apoio, perspectiva e estratégias para lidar com a preocupação.

9. **Limite o Uso de Dispositivos Eletrônicos Antes de Dormir**: A luz azul emitida por smartphones, tablets e computadores pode interferir no sono. Tente evitar o uso desses dispositivos pelo menos uma hora antes de dormir.

10. **Técnicas de Relaxamento**: Experimente técnicas de relaxamento como o relaxamento muscular progressivo, onde você tensiona e relaxa diferentes grupos musculares do corpo.

Espero que essas sugestões sejam úteis. Se a preocupação persistir e afetar significativamente sua qualidade de vida, pode ser útil buscar o apoio de um profissional de saúde mental.",28,530,558,6.71,OK,,2026-08-21T10:50:53.092707+00:00,NEGATIVO,0.4517
P057_META,P057,Ansiedade,Alta,Quando penso no futuro sinto um medo muito forte de que tudo dê errado.,Meta,meta-llama/llama-4-maverick,"O medo do futuro e a ansiedade sobre o que está por vir são sentimentos comuns e podem ser intensos. Muitas pessoas experimentam esses sentimentos em diferentes momentos de suas vidas. É importante entender que esses medos podem estar relacionados a várias questões, como incertezas sobre o caminho profissional, preocupações financeiras, mudanças pessoais ou globais, entre outras.

Aqui estão algumas estratégias que podem ajudar a lidar com o medo do futuro:

1. **Mindfulness e Presente**: Focar no presente pode ajudar a reduzir a ansiedade sobre o futuro. Praticar mindfulness, meditação ou simplesmente prestar atenção ao que está acontecendo no momento pode ser útil.

2. **Planejamento**: Ter um plano, mesmo que seja flexível, pode proporcionar uma sensação de controle. Isso não significa ter todas as respostas, mas ter algumas metas e passos claros pode ajudar a reduzir a incerteza.

3. **Reestruturação Cognitiva**: Mudar a forma como você pensa sobre o futuro pode ser benéfico. Em vez de pensar ""tudo vai dar errado"", tente reestruturar esse pensamento para algo mais positivo ou realista, como ""vou fazer o meu melhor e lidar com o que vier"".

4. **Preparação**: Preparar-se para diferentes cenários pode ajudar a sentir-se mais seguro. Isso pode significar adquirir novas habilidades, economizar dinheiro ou fazer planos de contingência.

5. **Suporte Social**: Conversar com amigos, familiares ou um profissional de saúde mental pode proporcionar apoio e novas perspectivas. Às vezes, apenas compartilhar seus medos com alguém que se importa pode aliviar parte da ansiedade.

6. **Aceitação da Incerteza**: Aprender a aceitar que o futuro é incerto e que não há como controlar tudo pode ser libertador. Reconhecer que a incerteza é uma parte natural da vida pode ajudar a reduzir a ansiedade.

7. **Foco no que Você Pode Controlar**: Em vez de se preocupar com coisas que estão fora do seu controle, concentre-se nas coisas que você pode influenciar. Isso pode ajudar a direcionar sua energia de forma mais produtiva.

8. **Prática de Gratidão**: Refletir sobre as coisas pelas quais você é grato pode ajudar a mudar o foco do medo para o apreço pelo que você já tem.

9. **Atividades Relaxantes**: Engajar-se em atividades que relaxam e desestressam, como exercícios, hobbies ou passar tempo na natureza, pode ajudar a gerenciar a ansiedade.

10. **Profissionais de Saúde Mental**: Se o medo do futuro estiver afetando significativamente sua qualidade de vida, pode ser útil buscar a ajuda de um psicólogo ou psiquiatra. Eles podem oferecer estratégias personalizadas e apoio.

Lembre-se, é normal ter medo do futuro de vez em quando, mas com as estratégias certas, é possível aprender a lidar com esses sentimentos de forma mais saudável.",26,596,622,7.371,OK,,2026-08-21T10:51:01.466838+00:00,NEGATIVO,0.6742
P058_META,P058,Ansiedade,Alta,"Estou me sentindo constantemente em alerta, como se alguma coisa ruim estivesse prestes a acontecer.",Meta,meta-llama/llama-4-maverick,"Sentir-se constantemente em alerta ou ansioso pode ser um sinal de que algo está afetando seu bem-estar emocional. Existem várias razões pelas quais você pode estar se sentindo assim, e é importante explorar essas possibilidades para encontrar uma solução.

### Possíveis Causas:

1. **Estresse e Ansiedade**: O estresse crônico e a ansiedade generalizada podem fazer com que você se sinta constantemente ""em guarda"". Isso pode ser devido a preocupações com o trabalho, finanças, relacionamentos ou outras questões da vida.

2. **Trauma ou Experiências Passadas**: Eventos traumáticos ou experiências difíceis no passado podem deixar marcas e fazer com que você se sinta constantemente alerta ou ansioso, como se estivesse esperando que algo ruim acontecesse novamente.

3. **Problemas de Saúde Mental**: Condições como transtorno de ansiedade generalizada, transtorno de estresse pós-traumático (TEPT), transtorno de pânico, entre outros, podem causar esses sentimentos.

4. **Fatores Ambientais**: O ambiente ao seu redor, incluindo o trabalho, a casa e as relações sociais, pode contribuir para esses sentimentos. Por exemplo, um ambiente de trabalho estressante ou relações tensas.

### O Que Você Pode Fazer:

1. **Identifique os Gatilhos**: Tente entender o que desencadeia esses sentimentos. Manter um diário pode ajudar a identificar padrões ou situações que fazem você se sentir ansioso ou em alerta.

2. **Pratique Técnicas de Relaxamento**: Técnicas como meditação, respiração profunda, yoga ou exercícios de relaxamento muscular progressivo podem ajudar a reduzir a ansiedade e promover uma sensação de calma.

3. **Exercícios Físicos**: A atividade física regular pode ajudar a reduzir o estresse e a ansiedade. Encontre uma atividade que você goste e faça-a regularmente.

4. **Procure Apoio**: Falar com amigos, familiares ou um profissional de saúde mental pode ser muito útil. Eles podem oferecer apoio, orientação e, se necessário, terapia.

5. **Estabeleça Limites**: Aprender a dizer ""não"" e estabelecer limites saudáveis pode ajudar a reduzir o estresse e a ansiedade.

6. **Cuide de Si**: Certifique-se de que está dormindo bem, comendo de forma saudável e cuidando da sua saúde física e emocional.

Se esses sentimentos estão afetando significativamente sua qualidade de vida, pode ser útil procurar a ajuda de um profissional de saúde mental. Eles podem oferecer estratégias personalizadas e apoio para ajudá-lo a gerenciar esses sentimentos e melhorar seu bem-estar.",31,533,564,6.541,OK,,2026-08-21T10:51:09.011558+00:00,NEGATIVO,0.4602
